Title,Genre
"Wyrd Sisters (Discworld, #6; Witches, #2)",Humor
"The New Mediterranean Diet Cookbook: The Optimal Keto-Friendly Diet that Burns Fat, Promotes Longevity, and Prevents Chronic Disease (#16, Keto for Your Life)",Cookbooks
The Last Cuentista,"Science Fiction,Young Adult"
Blue Hawaiian (Blackwood Cellars #1),Travel
Benjamin Franklin: An American Life,Biography
"今、恋をしています。 6 [Ima, Koi Wo Shite Imasu 6] (Ima Koi: Now I&#39;m in Love, #6)","Manga,Graphic Novels"
"The Night Eaters, Vol. 1: She Eats the Night","Graphic Novels,Comics"
"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Paranormal
House Woman,Horror
Brain Food: The Surprising Science of Eating for Cognitive Power,Cookbooks
"Tested (Legacy of Magic, #4)",Humor
"The Honeymooner (Paradise Bay, #1)",Travel
Stillness Is the Key,"Spirituality,Psychology,Business,Philosophy,Self Help"
One of the Girls,Mystery
"Soul of Light and Shadow (Lords of the Underworld, #1)",Paranormal
"Monstress, Vol. 1: Awakening","Graphic Novels,Comics"
"Queen of Babble (Queen of Babble, #1)",Chick Lit
The Paris Library,Historical Fiction
Astrophysics for People in a Hurry,Science
Never Saw You Coming,Religion
The Club,Crime
"The Wager: A Tale of Shipwreck, Mutiny and Murder","History,Crime"
The Rape of Nanking: The Forgotten Holocaust of World War II,History
A Woman of No Importance: The Untold Story of the American Spy Who Helped Win World War II,"History,Nonfiction,Biography"
Killingly,"Mystery,Horror,LGBT,Historical Fiction"
"It Ends with Us (It Ends with Us, #1)","Contemporary,Romance"
"Cold Snap (Cold Justice® - Most Wanted, #3)",Suspense
The Cruise,"Contemporary,Romance,Chick Lit"
Burnout: The Secret to Unlocking the Stress Cycle,"Psychology,Science,Self Help"
Getting Stoned with Savages: A Trip Through the Islands of Fiji and Vanuatu,Travel
Halfway to You,"Travel,Chick Lit"
"Edge of Valor (Edge of Collapse, #7)",Science Fiction
ゆびさきと恋々 5 [Yubisaki to Renren 5],Manga
チェンソーマン 13 [Chainsaw Man 13],Comics
呪術廻戦 21 [Jujutsu Kaisen 21],Manga
The Artist's Way: A Spiritual Path to Higher Creativity,"Spirituality,Art"
The Intelligent Investor,Business
Abeni&#39;s Song,"Science Fiction,Childrens,Young Adult"
The Homemade Pantry: 101 Foods You Can Stop Buying and Start Making: A Cookbook,Cookbooks
Blind Bake (Maddie Baker Mystery #1),Humor
On a Quiet Street,"Fiction,Suspense,Thriller"
Jemima J,Chick Lit
History of Art,Art
Mary Anne&#39;s Bad Luck Mystery,Graphic Novels
"Roses, in the Mouth of a Lion",Religion
Cloud Cuckoo Land,Historical Fiction
"The Last Drop of Hemlock (Nightingale Mysteries, #2)",LGBT
Almost Everything: Notes on Hope,Spirituality
Someone Else&#39;s Shoes,"Contemporary,Romance,Chick Lit"
America&#39;s First Plague: The Deadly 1793 Yellow Fever Epidemic That Crippled a Young Nation,History
More Happy Than Not,LGBT
"School Days (SC Marva Collins, #1)",Science Fiction
Women &amp; Work: Bearing God’s Image and Joining in His Mission through our Work,Christian
Displacement,Graphic Novels
Land Sickness,Philosophy
Camp Damascus,"LGBT,Horror,Contemporary,Fiction,Thriller"
Milk &amp; Mocha: Our Little Happiness,"Humor,Graphic Novels,Comics"
The Power of Habit: Why We Do What We Do in Life and Business,"Psychology,Business,Nonfiction,Self Help"
"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)","Fantasy,Christian,Childrens"
The Five People You Meet in Heaven,"Classics,Spirituality"
"The Risk (Briar U, #2)",Sports
Steeped in Malice (Tea by the Sea. #4),Mystery
Stars of Alabama,Religion
Toffee,Poetry
"The Bone Code (Temperance Brennan, #20)",Science
Elsewhere,Science Fiction
The Extremely Embarrassing Life of Lottie Brooks,Childrens
Never Give Your Heart to a Hookup (Never Say Never #2),"Contemporary,Romance"
"In Service of Death (DCI Logan Crime Thrillers, #17)","Crime,Thriller,Mystery"
"The Nice House on the Lake, Vol. 1",Comics
The 30-Day Alzheimer&#39;s Solution: The Definitive Food and Lifestyle Guide to Preventing Cognitive Decline,Cookbooks
"Court of Shadows (Institute of the Shadow Fae, #1)",Paranormal
鬼滅の刃 12 [Kimetsu no Yaiba 12],Manga
The Magdalene Deception (The Magdalene Chronicles #1),"Religion,Spirituality,Christian"
"Batman, Vol. 2: The Joker War","Graphic Novels,Comics"
Fire Rush,Music
"Dare You to Kiss the Quarterback (Rock Valley High, #1)",Music
In Her Shoes,Chick Lit
"Dead as a Doornail (Sookie Stackhouse, #5)",Paranormal
"The Year of Less: How I Stopped Shopping, Gave Away My Belongings, and Discovered Life Is Worth More Than Anything You Can Buy in a Store","Memoir,Nonfiction,Self Help"
A Certain Hunger,Horror
鬼滅の刃 16 [Kimetsu no Yaiba 16],Manga
The Purpose Driven Life: What on Earth Am I Here for?,"Religion,Christian"
"A Court This Cruel and Lovely (Kingdom of Lies, #1)",Paranormal
The Great Eggscape!,Childrens
SAKAMOTO DAYS 4,Manga
Yes Please,"Memoir,Humor,Nonfiction,Biography"
All the Forgivenesses,History
Salad Freak: Recipes to Feed a Healthy Obsession,Cookbooks
Dead Fall (Scot Harvath #22),"Fiction,Suspense,Thriller,Mystery"
Penance,Horror
The Judgment of Paris: The Revolutionary Decade That Gave the World Impressionism,Art
"Boyfriend Material (London Calling, #1)",LGBT
The Body Is Not an Apology: The Power of Radical Self-Love,"Psychology,Self Help"
In the Dream House,"Memoir,Nonfiction,LGBT"
My Best Friend's Exorcism,Horror
West with Giraffes,"History,Travel"
Before Us,Travel
"The $100 Startup: Reinvent the Way You Make a Living, Do What You Love, and Create a New Future",Business
"Over My Dead Body (Detective William Warwick, #4)",Art
"The Unhoneymooners (Unhoneymooners, #1)","Contemporary,Romance,Chick Lit"
Road to Surrender: Three Men and the Countdown to the End of World War II,"History,Nonfiction,Biography"
SAKAMOTO DAYS 12,Manga
"Spy×Family, Vol. 1 (Spy×Family, #1)","Manga,Comics"
Smitten Kitchen Every Day: Triumphant and Unfussy New Favorites,Cookbooks
怪獣8号 4 [Kaijū 8-gō 4],"Manga,Graphic Novels"
"The Anarchy: The East India Company, Corporate Violence, and the Pillage of an Empire",Business
"A Love Song for Liars (Rivals, #1)",Music
She Says She&#39;s My Daughter,Thriller
"Something is Killing the Children, Vol. 2",Comics
The Blind Side,Sports
Indelicacy,Art
SPQR: A History of Ancient Rome,History
"Reckless (Chestnut Springs, #4)",Sports
A Light in the Attic,"Poetry,Childrens"
From the Jump,Travel
"The Godfather (The Godfather, #1)",Crime
Hidden Valley Road: Inside the Mind of an American Family,"Psychology,History,Memoir,Nonfiction"
The Personal MBA: Master the Art of Business,Business
"Around the Board: Boards, Platters, and Plates: Seasonal Cheese and Charcuterie for Year-Round Celebrations and Elevated Gatherings",Cookbooks
チェンソーマン 9 [Chainsaw Man 9],Manga
The Sandman Vol. 2: The Doll's House,"Graphic Novels,Comics"
Man and His Symbols,Psychology
"The Man Who Died Twice (Thursday Murder Club, #2)",Crime
"The Garden (Into Shadow, #1)",Poetry
After the Sirens,Young Adult
"Burn It Down: Power, Complicity, and a Call for Change in Hollywood","History,Business,Nonfiction"
"Leviathan Falls (The Expanse, #9)",Science Fiction
"The Fire, the Water, and Maudie McGinn","Sports,Contemporary"
"Fifty Shades Freed (Fifty Shades, #3)",Romance
Red Sauce Brown Sauce,Cookbooks
"Spy×Family 4 (SpyxFamily, #4)","Manga,Comics"
"Realtime: Stories of Flight, Death and Emergency Medicine",Memoir
The Colony,Art
"BORUTO―ボルト― 17 ―NARUTO NEXT GENERATIONS― (Boruto: Naruto Next Generations, #17)",Manga
"Finale (Caraval, #3)",Romance
"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)","Fantasy,Romance"
"Jurassic Park (Jurassic Park, #1)","Classics,Thriller,Science Fiction"
"Long Shadows (Amos Decker, #7)","Suspense,Crime"
Heartstrong,Biography
La banda dei carusi,Crime
Everything After,Music
The Perfect Girlfriend,Thriller
"Return of the Dragon Slayers (Dragonwatch, #5)",Childrens
Home Body,Poetry
One of the Boys,"Suspense,Thriller,Science Fiction"
The Violin Conspiracy,Music
The Lodge,Mystery
Despite Your (im)perfections. Dotrzymaj złożonej mi obietnicy,Young Adult
Black Heat,Young Adult
Life of Pi,"Fiction,Classics"
"The Maid (Molly the Maid, #1)","Fiction,Crime,Thriller,Mystery"
The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike,Cookbooks
Two Boys Kissing,LGBT
"Black River (Rose Riley, #1)","Suspense,Crime"
Flowers for Algernon,Classics
Godshot,Religion
"Me Before You (Me Before You, #1)","Contemporary,Romance,Chick Lit"
"Limits (Beg, Borrow or Steal, #2)",Chick Lit
The Paris Daughter,Fiction
Perfectly Ordinary People,History
"The Family Upstairs (The Family Upstairs, #1)","Mystery,Suspense,Fiction,Crime,Thriller"
Don't Call Us Dead,Poetry
"Lilac Girls (Lilac Girls, #1)",Historical Fiction
Case Study,Psychology
The Gnostic Gospels,Religion
Before He Kills Again (Detective Cassie Rowan #1),Mystery
The Prophet,"Spirituality,Poetry,Classics,Philosophy,Religion"
"Cytonic (Skyward, #3)","Science Fiction,Young Adult"
"The Mercy of Snakes (Nameless: Season One, #5)",Horror
The Deep Sky,"Fantasy,LGBT,Science Fiction,Horror,Mystery,Fiction,Thriller"
Between Two Kingdoms: A Memoir of a Life Interrupted,Memoir
"The Many Lives of Mama Love: A Memoir of Lying, Stealing, Writing, and Healing","Memoir,Nonfiction"
Under the Magnolias,Christian
Women Don&#39;t Owe You Pretty,Self Help
Wolf (The Halloween Boys #3),Paranormal
Death&#39;s Obsession,Fantasy
"Leviathan Wakes (The Expanse, #1)",Science Fiction
"Endure: How to Work Hard, Outlast, and Keep Hammering",Philosophy
The Seven Year Slip,"Fantasy,Romance,Fiction"
Hunger Makes Me a Modern Girl,Music
Someone Else&#39;s Bucket List,Travel
"Dead to the World (Sookie Stackhouse, #4)",Paranormal
The Other Emily,Horror
The Wife Upstairs,"Suspense,Contemporary,Fiction,Crime,Thriller"
The House With All The Lights On,"Memoir,Nonfiction"
"A Study in Scarlet (Sherlock Holmes, #1)","Crime,Classics,Mystery"
The Guest List,"Mystery,Suspense,Fiction,Crime,Thriller"
The Ten Thousand Doors of January,Young Adult
"Death on the Nile (Hercule Poirot, #18)","Crime,Mystery"
Summer Love,Travel
A Witch&#39;s Sin (Neon Ghosts #1),"Thriller,Science Fiction"
When She Returned,Suspense
The Canyon&#39;s Edge,Poetry
The Twins of Auschwitz,History
"Committing to the Cowgirl (Colorado Cowgirls, #1)","Christian,Historical Fiction"
He Who Fights with Monsters 9 (He Who Fights with Monsters #9),Science Fiction
Spider-Man: The Lost Hunt (Spider-Man: The Lost Hunt (2022-2023)),Comics
First Family: George Washington&#39;s Heirs and the Making of America,"History,Biography"
Maureen (Harold Fry #3),Travel
"Kingdom of Ash (Throne of Glass, #7)","Fantasy,Romance,Young Adult"
Musical Tables: Poems,Poetry
Touch Her and Die (McRae Bodyguards #1),"Contemporary,Romance"
The Raven,Poetry
The Girl Who Survived,"Fiction,Crime,Thriller"
"Ciudades de humo (Trilogía Fuego, 1)",Science Fiction
"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)","Fantasy,Young Adult,Childrens,Fiction"
"In Conclusion, Don&#39;t Worry About It",Self Help
Charm City Rocks,"Music,Humor"
Unscripted: The Epic Battle for a Media Empire and the Redstone Family Legacy,"Business,Biography"
"Watermelon (Walsh Family, #1)",Chick Lit
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",Sports
Wrony,Art
Through the Woods,Graphic Novels
Warrior Girl Unearthed,Fantasy
"Nana. Tom 1 (Nana, #1)",Manga
Wall and Piece,Art
The Ugly History of Beautiful Things: Essays on Desire and Consumption,Art
"Protect Me (Immortal Vices and Virtues: Her Monstrous Mates, #3)",Paranormal
The Library of Broken Worlds,"Science Fiction,Young Adult"
"I&#39;d Like to Play Alone, Please: Essays","Memoir,Biography"
"Jujutsu Kaisen, Vol. 05",Manga
"Angela's Ashes (Frank McCourt, #1)","Memoir,Biography"
The Fisherman&#39;s Tomb: The True Story of the Vatican&#39;s Secret Search,Religion
Wonder Drug: The Secret History of Thalidomide in America and Its Hidden Victims,"History,Nonfiction,Science"
The Five-Star Weekend,"Fiction,Contemporary,Romance,Chick Lit"
Tìm mình trong thế giới hậu tuổi thơ,Spirituality
Cabin Fever: The Harrowing Journey of a Cruise Ship at the Dawn of a Pandemic,Science
"The Walking Dead, Vol. 1: Days Gone Bye","Graphic Novels,Comics"
"The Celestine Prophecy (Celestine Prophecy, #1)",Spirituality
Tastes Like War,"Psychology,History"
"The Lazy Genius Way: Embrace What Matters, Ditch What Doesn&#39;t, and Get Stuff Done",Christian
Falling,Mystery
"The Marlow Murder Club (Marlow Murder Club, #1)",Mystery
"Honey, Baby, Mine: A Mother and Daughter Talk Life, Death, Love",Nonfiction
Through the Groves: A Memoir,"Memoir,Nonfiction,LGBT,Biography"
The Sandman Vol. 7: Brief Lives,Comics
Strictly Pleasure (The Salinger Brothers #2),"Humor,Chick Lit"
The Nurse,Thriller
None of This Is True,"Mystery,Suspense,Contemporary,Fiction,Crime,Thriller"
Where the Wild Things Are,Childrens
The Three Deaths of Willa Stannard,Suspense
Ways of Seeing,Art
A Tree Grows in Brooklyn,Classics
"Hidden Systems: Water, Electricity, the Internet, and the Secrets Behind the Systems We Use Every Day",Childrens
"Allegiant (Divergent, #3)",Young Adult
Family Style: Memories of an American from Vietnam,"Comics,Graphic Novels,Biography,Nonfiction,History,Memoir,Young Adult"
The Lost Summers of Newport,Chick Lit
Cleopatra and Frankenstein,"Contemporary,LGBT"
Hudson and Tallulah Take Sides,Childrens
And There He Kept Her,LGBT
"Clothes, Clothes, Clothes. Music, Music, Music. Boys, Boys, Boys",Music
鬼滅の刃 17 [Kimetsu no Yaiba 17],Manga
The Hotel,Suspense
"Theoderic the Great: King of Goths, Ruler of Romans","History,Biography"
The Year of Miracles: Recipes About Love + Grief + Growing Things,Cookbooks
Unperfect,"Suspense,Contemporary,Romance"
Sea of Tranquility,"Fantasy,Science Fiction,Fiction"
"The Missing Sister (The Seven Sisters, #7)",Historical Fiction
The Glass Castle,"Memoir,Nonfiction,Biography"
うるわしの宵の月 3 [Uruwashi no Yoi no Tsuki 3],Manga
Poeta chileno,Poetry
Anon Pls.,"Nonfiction,Biography"
The Stand,Horror
The Love Hypothesis,"Contemporary,Romance"
The Truth Project,Poetry
My Love Story,Music
"呪術廻戦 1 (Jujutsu Kaisen, #1)","Manga,Horror,Comics"
"Crave (Crave, #1)","Paranormal,Romance"
"Bonhoeffer: Pastor, Martyr, Prophet, Spy",Biography
"Tribulation Force (Left Behind, #2)",Christian
The People&#39;s Hospital: Hope and Peril in American Medicine,Science
Master Slave Husband Wife: An Epic Journey from Slavery to Freedom,History
"Diper Överlöde (Diary of a Wimpy Kid, #17)","Music,Humor"
"The Duke and I (Bridgertons, #1)",Romance
One Hundred Years of Solitude,"Fiction,Classics"
Through Every Danger (Summer Heat #2),Suspense
This Is How We Do It: A Pep Talk,"Nonfiction,Self Help,Biography"
"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",History
"America&#39;s Geekheart (Bro Code, #2)",Music
The Overnight Guest,Horror
"The Umbrella Academy, Vol. 1:  Apocalypse Suite",Comics
The Night Circus,Fantasy
The America's Test Kitchen Family Cookbook,Cookbooks
"The Piece that Breaks (Offstage, #2)",Music
The Wedding Planner,Chick Lit
Next Girl Missing (A Sally Fairburn Crime Thriller #1),Crime
"Half Empty (First Wives, #2)",Music
The Untethered Soul: The Journey Beyond Yourself,"Spirituality,Self Help"
"March: Book One (March, #1)",Graphic Novels
Those We Thought We Knew,Art
Wild: From Lost to Found on the Pacific Crest Trail,"Memoir,Nonfiction,Travel,Biography"
"Reveal Me (Shatter Me, #5.5)",Romance
"The Dungeon Anarchist&#39;s Cookbook (Dungeon Crawler Carl, #3)",Science Fiction
Something More,"Contemporary,Young Adult"
Homo Deus: A History of Tomorrow,"History,Nonfiction,Science"
Eliza and Her Monsters,Contemporary
"Humor, Seriously: Why Humor Is a Secret Weapon in Business and Life",Business
"The Butcher&#39;s Masquerade (Dungeon Crawler Carl, #5)","Science Fiction,Humor"
DCeased,Comics
The Blame Game,Psychology
Politics,Philosophy
Holidays on Ice,Humor
1776,History
The Happiest Man on Earth,"History,Memoir,Nonfiction,Biography"
"Destiny of the Republic: A Tale of Madness, Medicine and the Murder of a President",History
"The Family Remains (The Family Upstairs, #2)","Fiction,Crime,Thriller"
Winter&#39;s Ghost (Winter Black #5),Paranormal
Dragonero Mondo oscuro n. 8: Colui che dorme negli abissi,Graphic Novels
Breakfast at Tiffany&#39;s and Three Stories,Classics
